Admission,Registrar,Guidance Office,Health Services/Clinic,Library Services,Student Publication,Scholarship Services,Student Services Office,Comment,Semester,AcadYear,Block,College
4,4,3,4,3,4,4,3,ipag patuloy nyo lang po ang maayus na dekalidad at serbisyo na kailangan naming mga mag aaral,2nd Semester,2021-2022,3B,IFMS
4,4,5,4,5,4,4,5,ipag patuloy nyo lng po ang magandang antas ng pag aaral at pag bibigay ng kahalagahan ng bawat mag aaral at faculty members.,1st Semester,2022-2023,4A,BS-Fisheries
5,5,5,5,5,5,5,5,ipag patuloy po lamang ang pagiging mabait at friendly ng lahat ng nasasakopan ng cnsc,1st Semester,2022-2023,4A,CCMS
4,5,5,5,5,4,5,5,ipagoatuloy ang magandagn adhikain at pamamalakad sa paaralan,1st Semester,2022-2023,4A,IFMS
5,5,5,5,5,5,5,5,ipagpagpatuloy ang mabubuting gawain sa loob.,1st Semester,2022-2023,4A,BS-Fisheries
5,5,5,5,5,5,5,5,ipagpagpatuloy ang mabubuting gawain sa loob.,1st Semester,2022-2023,4A,CCMS
5,5,5,5,5,5,5,5,ipagpagpatuloy ang mabubuting gawain sa loob.,1st Semester,2022-2023,4A,IFMS
5,5,5,5,5,5,5,5,ipagpagpatuloy ang nasimulan,1st Semester,2022-2023,4A,BS-Fisheries
4,3,3,3,4,4,4,4,ipagpapatuloy ang magandang serbisyo.,1st Semester,2022-2023,4A,CCMS
3,3,3,3,3,3,3,3,ipagpatuloy,1st Semester,2022-2023,4A,IFMS
3,3,4,4,3,3,3,3,ipagpatuloy ang adhikain na mapabuti ang mga mag-aaral.,1st Semester,2022-2023,4A,BS-Fisheries
4,4,4,4,4,4,4,5,ipagpatuloy ang at mas lalong pagandahin ang serbisyo,1st Semester,2022-2023,4A,CCMS
5,5,5,5,5,5,5,5,ipagpatuloy ang dekalidad na serbisyo,1st Semester,2022-2023,4A,IFMS
5,5,5,5,5,5,5,5,ipagpatuloy ang dekalidad na serbisyo tungo sa patuloy na pag unlad,1st Semester,2022-2023,4A,BS-Fisheries
5,5,5,4,4,4,4,4,ipagpatuloy ang dekalidad na serbisyo.,1st Semester,2022-2023,4A,CCMS
5,5,5,5,5,5,5,5,ipagpatuloy ang developments sa lahat ng aspects. always consider various variables. fighting!,1st Semester,2022-2023,4A,IFMS
5,5,5,5,5,5,5,5,ipagpatuloy ang kanilang magandang serbisyo,1st Semester,2022-2023,4A,BS-Fisheries
5,5,5,5,5,5,5,5,ipagpatuloy ang lahat ng nagawa at ginagawa nang sa gayon ay mapanatili ang maayos at dekalidad na serbisyo ng camarines norte state college,1st Semester,2022-2023,4A,CCMS
5,5,5,5,5,5,5,5,ipagpatuloy ang lahat ng nagawa at ginagawa nang sa gayon ay mapanatili ang maayos at dekalidad na serbisyo ng camarines norte state college,1st Semester,2022-2023,4A,IFMS
5,5,5,5,5,5,5,5,ipagpatuloy ang lahat ng nagawa at ginagawa nang sa gayon ay mapanatili ang maayos at dekalidad na serbisyo ng camarines norte state college,1st Semester,2022-2023,4A,BS-Fisheries
5,5,5,5,5,5,5,5,ipagpatuloy ang maayos at dekalidad na serbisyo ng cnsc,1st Semester,2022-2023,4A,CCMS
3,4,4,4,4,4,4,4,ipagpatuloy ang maayos at delakidad na serbisyo. mabuhay,1st Semester,2022-2023,4A,IFMS
5,5,5,5,5,5,5,4,ipagpatuloy ang maayos at kapuri-puring maayos na serbisyo at sistema,1st Semester,2022-2023,4A,BS-Fisheries
5,5,5,5,5,5,5,5,ipagpatuloy ang maayos at organisadong pamamahala,1st Semester,2022-2023,4A,CCMS
5,5,5,5,5,3,5,5,ipagpatuloy ang maayos na dekalidad na serbisyo para sa tuloy tuloy na pag unlad,1st Semester,2022-2023,4A,IFMS
5,5,5,5,5,5,5,5,ipagpatuloy ang maayos na pamamahala,1st Semester,2022-2023,4A,BS-Fisheries
5,5,5,4,4,4,4,4,ipagpatuloy ang maayos na pamamalakad ng institusyon sa pagbibigay ng mataas at dekalidad na edukasyon.,1st Semester,2022-2023,4A,CCMS
5,5,5,5,5,5,5,5,ipagpatuloy ang maayos na patakaran patungkol sa edukasyon.,1st Semester,2022-2023,4A,IFMS
5,5,5,5,5,5,5,5,ipagpatuloy ang maayos na sebisyo. godbless.,1st Semester,2022-2023,4A,BS-Fisheries
5,5,5,5,5,5,5,5,ipagpatuloy ang mabuting serbisyo.,1st Semester,2022-2023,4A,CCMS
4,4,4,5,4,4,4,4,ipagpatuloy ang magagandang mga programa at proyekto ng instutosyon.,1st Semester,2022-2023,4A,IFMS
5,5,5,5,5,5,5,5,"ipagpatuloy ang maganda at maayos na serbisyo para sa mga mag-aaral, instructors, kawani, at mga bisita ng cnsc.",1st Semester,2022-2023,4A,BS-Fisheries
5,5,5,5,5,5,5,5,ipagpatuloy ang maganda at maayos na sinimulan andto lng po kming mga studyate nkahandang mkisalamuha at mkipagtulungan sainyo.slmat po,1st Semester,2022-2023,4A,CCMS
5,5,5,5,5,5,5,5,"ipagpatuloy ang maganda, maayos at dekalidad na serbisyo ng camarines norte state college upang lalong umunlad ang camarines norte state college.",1st Semester,2022-2023,4A,IFMS
5,5,5,5,5,5,5,5,"ipagpatuloy ang maganda, maayos at dekalidad na serbisyo ng camarines norte state college upang lalong umunlad ang camarines norte state college.",1st Semester,2022-2023,4A,BS-Fisheries
4,4,4,4,4,5,5,4,"ipagpatuloy ang maganda, maayos at dekalidad na serbisyo ng camarines norte state college upang lalong umunlad ang camarines norte state college.",1st Semester,2022-2023,4A,CCMS
4,4,4,4,3,4,3,5,ipagpatuloy ang magandang gawain,1st Semester,2022-2023,4A,IFMS
5,5,5,5,5,5,5,5,"ipagpatuloy ang magandang mga nasimulan, para sa ikagaganda at ikaaayos ng paaralan",1st Semester,2022-2023,4A,BS-Fisheries
5,5,4,5,5,5,5,5,ipagpatuloy ang magandang na simulan ng school na to,1st Semester,2022-2023,4A,CCMS
5,5,5,5,4,5,5,5,ipagpatuloy ang magandang nasimulan lalo na sa pakikitungo at pagbibigay ng konsideration para sa mga studyanteng nagtatrabaho at hirap sa panahon ng pandemya. maraming salamat po sa inyong serbisyo!,1st Semester,2022-2023,4A,IFMS
5,5,5,5,5,5,5,5,ipagpatuloy ang magandang nasimulan lalo na sa pakikitungo at pagbibigay ng konsideration para sa mga studyanteng nagtatrabaho at hirap sa panahon ng pandemya. maraming salamat po sa inyong serbisyo!,1st Semester,2022-2023,4A,BS-Fisheries
4,4,5,5,4,4,5,5,ipagpatuloy ang magandang nasimulan lalo na sa pakikitungo at pagbibigay ng konsideration para sa mga studyanteng nagtatrabaho at hirap sa panahon ng pandemya. maraming salamat po sa inyong serbisyo!,2nd Semester,2022-2023,4B,CCMS
4,4,4,4,4,4,4,4,ipagpatuloy ang magandang nasimulan lalo na sa pakikitungo at pagbibigay ng konsideration para sa mga studyanteng nagtatrabaho at hirap sa panahon ng pandemya. maraming salamat po sa inyong serbisyo!,2nd Semester,2022-2023,4B,IFMS
4,5,5,4,5,5,5,4,ipagpatuloy ang magandang pakikitungo at pagbibigay serbisyo sa estudyante,2nd Semester,2022-2023,4B,BS-Fisheries
4,4,3,3,4,4,4,4,ipagpatuloy ang magandang serbisyo,2nd Semester,2022-2023,4B,CCMS
4,4,4,4,4,4,4,4,ipagpatuloy ang magandang serbisyo,2nd Semester,2022-2023,4B,IFMS
4,4,4,3,4,4,4,4,ipagpatuloy ang magandang serbisyo,2nd Semester,2022-2023,4B,BS-Fisheries
5,5,5,5,5,5,5,5,ipagpatuloy ang magandang serbisyo,2nd Semester,2022-2023,4B,CCMS
4,4,5,4,4,5,4,4,ipagpatuloy ang magandang serbisyo,2nd Semester,2022-2023,4B,IFMS
5,5,4,5,5,5,5,5,ipagpatuloy ang magandang serbisyo,2nd Semester,2022-2023,4B,BS-Fisheries
4,4,3,3,4,4,4,4,ipagpatuloy ang magandang serbisyo,2nd Semester,2022-2023,4B,CCMS
4,4,5,5,4,4,4,4,ipagpatuloy ang magandang serbisyo,2nd Semester,2022-2023,4B,IFMS
4,4,4,4,4,4,4,4,ipagpatuloy ang magandang serbisyo at mas lalong paunlarin pa.,2nd Semester,2022-2023,4B,BS-Fisheries
4,5,5,5,5,5,5,5,ipagpatuloy ang magandang serbisyo at tulungan ang mga bawat estudyante na nangangailangan at maging maunawain.,2nd Semester,2022-2023,4B,CCMS
4,4,4,4,4,4,4,4,ipagpatuloy ang magandang serbisyo hanggang sa sumunod pa na mga estudyante.,2nd Semester,2022-2023,4B,IFMS
5,5,5,5,5,5,5,5,ipagpatuloy ang magandang serbisyo hanggang sa sumunod pa na mga estudyante.,2nd Semester,2022-2023,4B,BS-Fisheries
5,5,5,5,5,5,5,5,ipagpatuloy ang magandang serbisyo hanggang sa sumunod pa na mga estudyante.,2nd Semester,2022-2023,4B,CCMS
4,4,4,4,4,4,4,4,ipagpatuloy ang magandang serbisyo hanggang sa sumunod pa na mga estudyante.,2nd Semester,2022-2023,4B,IFMS
3,3,4,4,4,4,4,3,ipagpatuloy ang magandang serbisyo para sa aming mag aaral,2nd Semester,2022-2023,4B,BS-Fisheries
5,5,5,5,5,5,5,5,ipagpatuloy ang magandang serbisyo para sa ikakaunlad ng magaaral at paaralan.,2nd Semester,2022-2023,4B,CCMS
3,3,3,3,3,3,3,3,"ipagpatuloy ang magandang serbisyo para sa kaayusan ng lahat, maraming salamat po at magandang araw.",2nd Semester,2022-2023,4B,IFMS
5,5,5,5,5,5,5,5,ipagpatuloy ang magandang serbisyo.,2nd Semester,2022-2023,4B,BS-Fisheries
4,4,4,4,4,4,4,4,ipagpatuloy ang magandang simula,2nd Semester,2022-2023,4B,CCMS
4,4,4,4,5,4,4,4,ipagpatuloy ang mahusay na pagganap at sumabay sa umuunlad na teknolohiya,2nd Semester,2022-2023,4B,IFMS
4,4,4,3,3,4,4,4,ipagpatuloy ang mahusay na pagpapamahala ng mga leaders ng cnsc,2nd Semester,2022-2023,4B,BS-Fisheries
4,4,4,4,4,4,4,5,ipagpatuloy ang mahusay na serbisyo.,2nd Semester,2022-2023,4B,CCMS
5,5,5,5,5,5,5,5,ipagpatuloy ang mga bagay na maaaring makatulong sa mas maraming estudyante o kabataan.salamat po.,2nd Semester,2022-2023,4B,IFMS
4,4,4,5,5,5,5,5,ipagpatuloy ang mga bagay na maaaring makatulong sa mas maraming estudyante o kabataan.salamat po.,2nd Semester,2022-2023,4B,BS-Fisheries
5,5,5,5,5,5,5,5,ipagpatuloy ang mga bagay na maaaring makatulong sa mas maraming estudyante o kabataan.salamat po.,2nd Semester,2022-2023,4B,CCMS
4,5,5,4,4,5,4,5,ipagpatuloy ang mga bagay na maaaring makatulong sa mas maraming estudyante o kabataan.salamat po.,2nd Semester,2022-2023,4B,IFMS
5,5,5,5,5,5,5,5,ipagpatuloy ang mga maayos na pagseserbisyo mga magaaral.,2nd Semester,2022-2023,4B,BS-Fisheries
4,4,4,5,5,4,4,4,ipagpatuloy ang mga maayos na serbisyo ng camarines norte state college upang mas marami pang mag karoon ng oportunidad na makapag ararl dito.,2nd Semester,2022-2023,4B,CCMS
5,5,5,5,5,5,5,5,ipagpatuloy ang mga magagandang patakaran para sa lahat.,2nd Semester,2022-2023,4B,IFMS
5,4,5,5,4,4,5,5,ipagpatuloy ang mga magagandang serbisyo.,2nd Semester,2022-2023,4B,BS-Fisheries
2,2,2,2,2,2,2,2,ipagpatuloy ang mga magandang gawain na ipinapatupad sa paaralan,2nd Semester,2022-2023,4B,CCMS
4,5,4,4,4,3,4,4,ipagpatuloy ang mga magandang serbisyo at lalo pang pataasin ang antas ng edukasyon ng institusiyon.,2nd Semester,2022-2023,4B,IFMS
2,2,3,3,3,3,3,3,ipagpatuloy ang mga nakasanayang gawain nang naayon sa guidelines ng institusyon.,2nd Semester,2022-2023,4B,BS-Fisheries
5,5,5,5,5,5,5,5,ipagpatuloy ang mga nasimulan at sana mas iimprove pa ang mga serbisyo na karapat dapat na matanggap ng bawat estudyante at mga sakop ng paaralan.,2nd Semester,2022-2023,4B,CCMS
4,4,4,4,4,4,4,4,ipagpatuloy ang mga nasimulan sapagkat nakakatulong ito sa mga mag aaral,2nd Semester,2022-2023,4B,IFMS
4,4,4,4,4,4,4,4,ipagpatuloy ang mga nasimulan upang mas makatulong pa sa mga bagong studyante.,2nd Semester,2022-2023,4B,BS-Fisheries
5,5,5,5,5,5,5,5,ipagpatuloy ang mga nasimulan upang mas makatulong pa sa mga bagong studyante.,2nd Semester,2022-2023,4B,CCMS
5,3,5,5,4,5,4,4,ipagpatuloy ang mga nasimulan upang mas makatulong pa sa mga bagong studyante.,2nd Semester,2022-2023,4B,IFMS
4,4,5,4,5,4,5,4,ipagpatuloy ang mga nasimulang magagandang gawi.,2nd Semester,2022-2023,4B,BS-Fisheries
5,4,4,4,4,3,3,3,ipagpatuloy ang mga nasimulang mga serbisiyo at mas maging bukas sa mga mag-aaral.,2nd Semester,2022-2023,4B,CCMS
5,5,5,5,5,5,5,5,ipagpatuloy ang mga nga nasimulang magagandang gawi.,2nd Semester,2022-2023,4B,IFMS
5,5,4,5,4,5,4,5,"ipagpatuloy ang mga programa at polisiya na sinusunod sa bawat tanggapan, gayundin ang mas pag papaunlad sa kasanayan ng bawat tanggapan at maging ang mga manggagawa nito",1st Semester,2021-2022,1A,BS-Fisheries
4,4,3,4,4,4,4,4,ipagpatuloy ang mga serbisyong makakatulong sa mga mag aaral.,1st Semester,2021-2022,1A,CCMS
5,5,4,5,5,5,5,5,ipagpatuloy ang mga serbisyong nakapagpapaabot ng kasanayan sa mga mag-aaral.,1st Semester,2021-2022,1A,IFMS
4,4,4,4,5,4,4,4,ipagpatuloy ang mga tamang gawain,1st Semester,2021-2022,1A,BS-Fisheries
5,4,4,4,5,4,5,5,ipagpatuloy ang nasimulan and also do more advace research for the better future of the school and students out here.,1st Semester,2021-2022,1A,CCMS
5,5,4,5,4,5,5,5,ipagpatuloy ang nasimulan gayundin ay pagbutihin ang mga ito para sa ikauunlad ng institusyon.,1st Semester,2021-2022,1A,IFMS
4,4,5,4,5,4,5,4,ipagpatuloy ang nasimulan gayundin ay pagbutihin ang mga ito para sa ikauunlad ng institusyon.,1st Semester,2021-2022,1A,BS-Fisheries
4,4,5,4,5,4,4,5,ipagpatuloy ang nasimulan gayundin ay pagbutihin ang mga ito para sa ikauunlad ng institusyon.,1st Semester,2021-2022,1A,CCMS
3,3,3,3,3,3,3,3,ipagpatuloy ang nasimulan gayundin ay pagbutihin ang mga ito para sa ikauunlad ng institusyon.,1st Semester,2021-2022,1A,IFMS
4,5,5,5,5,5,5,5,ipagpatuloy ang nasimulan.,1st Semester,2021-2022,1A,BS-Fisheries
4,4,4,4,4,4,4,4,ipagpatuloy ang nasimulang magagandang gawain sa paaralan at sikaping mas mapaganda at maayos na serbisyo.,1st Semester,2021-2022,1A,CCMS
5,5,5,5,5,5,5,5,ipagpatuloy ang pagbabalita tungkol sa mga scholarship,1st Semester,2021-2022,1A,IFMS
4,4,4,4,4,4,4,4,ipagpatuloy ang pagbabalita tungkol sa mga scholarship,1st Semester,2021-2022,1A,BS-Fisheries
5,5,5,5,5,5,4,5,ipagpatuloy ang pagbabalita tungkol sa mga scholarship,1st Semester,2021-2022,1A,CCMS
4,4,4,4,4,4,4,4,ipagpatuloy ang pagbabalita tungkol sa mga scholarship,1st Semester,2021-2022,1A,IFMS
5,5,5,5,5,5,5,5,ipagpatuloy ang pagbibigay ng dekalidad na serbisyo,1st Semester,2021-2022,1A,BS-Fisheries
4,4,4,4,4,4,4,4,ipagpatuloy ang pagiging responsable at maayos na pamamahala sa cnsc,1st Semester,2021-2022,1A,CCMS
4,4,4,4,4,4,4,4,ipagpatuloy ang pagiging responsable ng lahat ng member ng faculty,1st Semester,2021-2022,1A,IFMS
5,4,5,5,5,5,5,5,ipagpatuloy ang pagkakaisa at pagtutulungan sa pagpapahanda at mas pagsasaayos pa ng institusyon.,1st Semester,2021-2022,1A,BS-Fisheries
4,4,4,4,4,4,4,5,ipagpatuloy ang pagtuturo ng tama sa mga estudyante.,1st Semester,2021-2022,1A,CCMS
5,5,5,5,5,5,5,5,ipagpatuloy ang sinimulanâ˜ºï¸,1st Semester,2021-2022,1A,IFMS
5,4,5,5,5,5,5,5,ipagpatuloy ang tama at dapat.,1st Semester,2021-2022,1A,BS-Fisheries
5,5,5,5,5,5,5,5,ipagpatuloy at lalong iimprove ang mga tungkulin at bawat gawain na nakatakda para sa bawat myembro ng paaralan.,1st Semester,2021-2022,1A,CCMS
5,5,5,5,5,5,5,5,ipagpatuloy at mas palawakin pa ang mga programang nasimulan ng paaralan upang makatulong sa mga mag aaral.,1st Semester,2021-2022,1A,IFMS
5,5,5,5,5,5,5,5,ipagpatuloy at pagbutihin lahat ng mga serbisyo na binibigay sa mga teacher at mga student.magkaisa lahat,1st Semester,2021-2022,1A,BS-Fisheries
4,5,4,5,4,5,5,5,ipagpatuloy at pagbutihin pa ang kalidad ng serbisyo ng bawat tanggapan,1st Semester,2021-2022,1A,CCMS
5,5,5,5,5,5,5,5,ipagpatuloy at pagbutihin pa ang pagsisiguro na nababatid ang mga kasalukuyang mga nararanasan o kalagayan ng mga estudyante nang sa gayon ay mapanatili ang maayos at dekalidad na serbisyo. maaring ikonsidera o isaalang-alang ang mga kaalaman ukol dito upang magkaroon ng mga programa para sa ikabubuti ng nakararami.,1st Semester,2021-2022,1A,IFMS
5,5,5,5,5,5,5,5,ipagpatuloy at palawigin pa ang bawat serbisyo nang may kaayusan at pagpapaunlad ng institusyon at kaalaman ng mag-aaral.,1st Semester,2021-2022,1A,BS-Fisheries
5,5,5,5,5,5,5,5,ipagpatuloy at sunudin lang ito lahat,1st Semester,2021-2022,1A,CCMS
5,5,4,5,5,4,4,5,ipagpatuloy at sunudin lang ito lahat,1st Semester,2021-2022,1A,IFMS
5,5,4,5,5,4,4,5,ipagpatuloy at sunudin lang ito lahat,1st Semester,2021-2022,1A,BS-Fisheries
5,5,5,5,5,5,5,5,ipagpatuloy lamang,1st Semester,2021-2022,1A,CCMS
5,5,5,5,5,5,5,5,ipagpatuloy lamang ang ganitong klaseng serbisyo,1st Semester,2021-2022,1A,IFMS
3,3,4,3,3,3,3,3,ipagpatuloy lamang ang ginagawa.,1st Semester,2021-2022,1A,BS-Fisheries
5,5,5,5,5,5,5,5,ipagpatuloy lamang ang kabutihang itinutulong sa bawat estudyante o mamamayan,1st Semester,2021-2022,1A,CCMS
5,5,5,5,5,5,5,5,ipagpatuloy lamang ang kasalukuyang serbisyo.,1st Semester,2021-2022,1A,IFMS
5,5,5,5,5,5,5,5,ipagpatuloy lamang ang maayos at dekalidad na serbisyo sa mga mag aaral.,1st Semester,2021-2022,1A,BS-Fisheries
5,5,5,5,5,5,5,5,"ipagpatuloy lamang ang maayos at dekalidad na serbisyo, bigyang-pansin din ang mga kinakailangan pang mapaunlad sa iba't ibang sangay ng institusyon.",1st Semester,2021-2022,1A,CCMS
5,5,5,5,5,5,5,5,ipagpatuloy lamang ang maayos at dekalidad na serbisyo.,1st Semester,2021-2022,1A,IFMS
4,4,4,4,4,4,4,4,"ipagpatuloy lamang ang maayos na pag sisilbi para sa lahat, maraming salamat po.",1st Semester,2021-2022,1A,BS-Fisheries
4,5,5,5,5,5,5,5,ipagpatuloy lamang ang maayos na pamamahala gayunpaman ay ipagpatuloy rin ang pakiki simpatya sa mga estudyanteng hirap makahabol sa aralin dahil sa pandemya.,1st Semester,2021-2022,1A,CCMS
5,5,5,5,5,5,5,5,ipagpatuloy lamang ang maayos na serbisyo,1st Semester,2021-2022,1A,IFMS
5,5,5,5,5,5,5,5,ipagpatuloy lamang ang maayos na serbisyo para sa mga estudyante at mga kawani ng cnsc,1st Semester,2021-2022,1A,BS-Fisheries
5,4,5,5,5,5,5,5,ipagpatuloy lamang ang maayos na serbisyo para sa mga estudyante at mga kawani ng cnsc,1st Semester,2021-2022,1A,CCMS
5,5,5,5,5,5,5,5,ipagpatuloy lamang ang maayos na serbisyo para sa mga estudyante at mga kawani ng cnsc,1st Semester,2021-2022,1A,IFMS
5,4,5,4,5,4,5,5,ipagpatuloy lamang ang maayos na serbisyo.,1st Semester,2021-2022,1A,BS-Fisheries
5,5,5,5,5,5,5,5,ipagpatuloy lamang ang maayos na serbisyo.,1st Semester,2021-2022,1A,CCMS
5,5,5,5,5,5,5,5,ipagpatuloy lamang ang maayos na serbisyo.,1st Semester,2021-2022,1A,IFMS
5,5,5,5,5,5,5,5,ipagpatuloy lamang ang mabubuting serbisyo na inyong ginagawa.,1st Semester,2021-2022,1A,BS-Fisheries
4,4,5,4,4,5,5,5,ipagpatuloy lamang ang magandang serbisyo tulad ng ginawa ngayon,1st Semester,2021-2022,1A,CCMS
4,5,5,4,4,5,5,5,ipagpatuloy lamang ang magandang serbisyo.,2nd Semester,2021-2022,1B,IFMS
5,5,5,5,5,5,5,5,ipagpatuloy lamang ang mga nasimulan na at mas pagbutihin pa ang mga susunod na gagawin,2nd Semester,2021-2022,1B,BS-Fisheries
5,5,5,5,5,5,5,5,ipagpatuloy lamang ang mga nasimulang gawain at mas panatilihing maayos ang serbisyo ng paaralan sa pamamagitan ng pagiging tapat at dinggin ang mga hinaing ng mga estudyante kung sakaling meron.,2nd Semester,2021-2022,1B,CCMS
5,5,5,5,5,5,5,5,ipagpatuloy lamang ang nang maayos ang serbisyo,2nd Semester,2021-2022,1B,IFMS
4,4,5,4,4,5,5,5,ipagpatuloy lamang ang nasimulan at pagyabungin pa ito.,2nd Semester,2021-2022,1B,BS-Fisheries
4,4,4,4,4,4,4,4,ipagpatuloy lamang ang nasimulang maayos at magandang serbisyo ng ating paaralan.,2nd Semester,2021-2022,1B,CCMS
5,5,5,5,5,5,5,5,ipagpatuloy lamang ang tamang pagsunod sa mga panuntunan ng camarines norte state college upang masiguro at mapanatili nito ang kaayusan ng serbisyo.,2nd Semester,2021-2022,1B,IFMS
5,5,5,5,5,5,5,5,ipagpatuloy lamang at pagyamanin ang magandang nasimulan.,2nd Semester,2021-2022,1B,BS-Fisheries
4,4,5,5,4,4,4,4,ipagpatuloy lamang kung ano ang nasimulan upang mapanatili ang maayos at dekalidad na serbisyo,2nd Semester,2021-2022,1B,CCMS
5,4,4,3,3,5,4,4,ipagpatuloy lamang ng mga lider at kasapi ang maayos na pakikipagkomunikasyon.,2nd Semester,2021-2022,1B,IFMS
5,5,5,5,4,5,5,5,ipagpatuloy lamang po ang maayos na serbisyo para sa lahat.,2nd Semester,2021-2022,1B,BS-Fisheries
5,5,5,5,5,5,5,5,ipagpatuloy lamang po ang nasimulan at magandang pakikitungo sa bawat sakop ng paaralan,2nd Semester,2021-2022,1B,CCMS
4,4,3,3,3,3,4,4,ipagpatuloy lang ang maayos at dekalidad niyong serbisyo,2nd Semester,2021-2022,1B,IFMS
4,4,4,4,4,4,4,4,ipagpatuloy lang ang dating mga pamamalakad,2nd Semester,2021-2022,1B,BS-Fisheries
